Bin start,Bin end,Number of unique MAC addresses
1677532533.9643395,1677532593.9643395,0
1677532538.0917952,1677532598.0917952,3
1677532598.0917952,1677532658.0917952,0
1677532600.9497724,1677532660.9497724,8
1677532660.9497724,1677532720.9497724,0
1677532665.4205437,1677532725.4205437,3
1677532725.4205437,1677532785.4205437,0
1677532731.5686545,1677532791.5686545,15
1677532791.5686545,1677532851.5686545,0
1677532798.178111,1677532858.178111,1
1677532858.178111,1677532918.178111,0
1677532866.0361013,1677532926.0361013,5
1677532926.0361013,1677532986.0361013,0
1677532946.6888666,1677533006.6888666,8
1677533006.6888666,1677533066.6888666,0
1677533008.1210265,1677533068.1210265,4
1677533068.1210265,1677533128.1210265,0
1677533113.6330538,1677533173.6330538,3
1677533173.6330538,1677533233.6330538,0
1677533178.2604697,1677533238.2604697,8
1677533238.2604697,1677533298.2604697,0
1677533246.154167,1677533306.154167,10
1677533306.154167,1677533366.154167,0
1677533309.7330675,1677533369.7330675,3
1677533369.7330675,1677533429.7330675,0
1677533370.0018444,1677533430.0018444,3
1677533430.0018444,1677533490.0018444,0
1677533453.9788477,1677533513.9788477,12
1677533513.9788477,1677533573.9788477,0
1677533529.9118586,1677533589.9118586,6
1677533589.9118586,1677533649.9118586,0
1677533593.8626642,1677533653.8626642,6
1677533653.8626642,1677533713.8626642,0
1677533655.9033103,1677533715.9033103,5
1677533715.9033103,1677533775.9033103,0
1677533734.815238,1677533794.815238,4
1677533794.815238,1677533854.815238,0
1677533798.0147014,1677533858.0147014,5
1677533858.0147014,1677533918.0147014,0
1677533863.0796027,1677533923.0796027,4
1677533923.0796027,1677533983.0796027,0
1677533927.8993747,1677533987.8993747,6
1677533987.8993747,1677534047.8993747,0
1677533991.8832798,1677534051.8832798,4
1677534051.8832798,1677534111.8832798,0
1677534057.1084936,1677534117.1084936,6
1677534117.1084936,1677534177.1084936,0
1677534117.8731186,1677534177.8731186,3
1677534177.8731186,1677534237.8731186,0
1677534188.0350506,1677534248.0350506,2
1677534248.0350506,1677534308.0350506,0
1677534248.9625416,1677534308.9625416,6
1677534308.9625416,1677534368.9625416,0
1677534312.4239857,1677534372.4239857,5
1677534372.4239857,1677534432.4239857,0
1677534381.621489,1677534441.621489,4
1677534441.621489,1677534501.621489,0
1677534453.8507335,1677534513.8507335,2
1677534513.8507335,1677534573.8507335,0
1677534518.3071725,1677534578.3071725,13
1677534578.3071725,1677534638.3071725,0
1677534579.8599098,1677534639.8599098,3
1677534639.8599098,1677534699.8599098,0
1677534666.5539327,1677534726.5539327,6
1677534726.5539327,1677534786.5539327,0
1677534730.0279427,1677534790.0279427,3
1677534790.0279427,1677534850.0279427,0
1677534834.5136404,1677534894.5136404,9
1677534894.5136404,1677534954.5136404,0
1677534898.0122416,1677534958.0122416,7
1677534958.0122416,1677535018.0122416,0
1677534978.892712,1677535038.892712,7
1677535038.892712,1677535098.892712,0
1677535039.9941719,1677535099.9941719,4
1677535099.9941719,1677535159.9941719,0
1677535119.6370513,1677535179.6370513,6
1677535179.6370513,1677535239.6370513,0
1677535183.4106696,1677535243.4106696,6
1677535243.4106696,1677535303.4106696,0
1677535251.8005872,1677535311.8005872,5
1677535311.8005872,1677535371.8005872,0
1677535316.5535462,1677535376.5535462,3
1677535376.5535462,1677535436.5535462,0
1677535377.8141813,1677535437.8141813,14
1677535437.8141813,1677535497.8141813,0
1677535439.2227347,1677535499.2227347,7
1677535499.2227347,1677535559.2227347,0
1677535503.792843,1677535563.792843,8
1677535563.792843,1677535623.792843,0
1677535564.0276122,1677535624.0276122,6
1677535624.0276122,1677535684.0276122,0
1677535626.5866659,1677535686.5866659,8
1677535686.5866659,1677535746.5866659,0
1677535687.895764,1677535747.895764,2
1677535747.895764,1677535807.895764,0
1677535796.5886028,1677535856.5886028,4
1677535856.5886028,1677535916.5886028,0
1677535863.9494689,1677535923.9494689,1
1677535923.9494689,1677535983.9494689,0
1677535940.0594876,1677536000.0594876,5
1677536000.0594876,1677536060.0594876,0
1677536007.7560675,1677536067.7560675,0
